Network,Model,FeatureSet,WMUCount,FaultBus,SampleCount,ExactBusAccuracy,MeanGraphDistance,MajorConfusionBus,MajorConfusionCount
ieee30,RandomForest,Baseline+NormVI,5,1,28,1.0,0.0,1,0
ieee30,RandomForest,Baseline+NormVI,5,2,28,1.0,0.0,2,0
ieee30,RandomForest,Baseline+NormVI,5,3,28,1.0,0.0,3,0
ieee30,RandomForest,Baseline+NormVI,5,4,28,1.0,0.0,4,0
ieee30,RandomForest,Baseline+NormVI,5,5,28,1.0,0.0,5,0
ieee30,RandomForest,Baseline+NormVI,5,6,28,1.0,0.0,6,0
ieee30,RandomForest,Baseline+NormVI,5,7,28,1.0,0.0,7,0
ieee30,RandomForest,Baseline+NormVI,5,8,28,1.0,0.0,8,0
ieee30,RandomForest,Baseline+NormVI,5,9,28,1.0,0.0,9,0
ieee30,RandomForest,Baseline+NormVI,5,10,28,1.0,0.0,10,0
ieee30,RandomForest,Baseline+NormVI,5,11,28,1.0,0.0,11,0
ieee30,RandomForest,Baseline+NormVI,5,12,28,1.0,0.0,12,0
ieee30,RandomForest,Baseline+NormVI,5,13,28,1.0,0.0,13,0
ieee30,RandomForest,Baseline+NormVI,5,14,28,1.0,0.0,14,0
ieee30,RandomForest,Baseline+NormVI,5,15,28,1.0,0.0,15,0
ieee30,RandomForest,Baseline+NormVI,5,16,28,1.0,0.0,16,0
ieee30,RandomForest,Baseline+NormVI,5,17,28,1.0,0.0,17,0
ieee30,RandomForest,Baseline+NormVI,5,18,28,1.0,0.0,18,0
ieee30,RandomForest,Baseline+NormVI,5,19,28,1.0,0.0,19,0
ieee30,RandomForest,Baseline+NormVI,5,20,28,1.0,0.0,20,0
ieee30,RandomForest,Baseline+NormVI,5,21,28,1.0,0.0,21,0
ieee30,RandomForest,Baseline+NormVI,5,22,28,1.0,0.0,22,0
ieee30,RandomForest,Baseline+NormVI,5,23,28,1.0,0.0,23,0
ieee30,RandomForest,Baseline+NormVI,5,24,28,1.0,0.0,24,0
ieee30,RandomForest,Baseline+NormVI,5,25,28,1.0,0.0,25,0
ieee30,RandomForest,Baseline+NormVI,5,26,28,1.0,0.0,26,0
ieee30,RandomForest,Baseline+NormVI,5,27,28,1.0,0.0,27,0
ieee30,RandomForest,Baseline+NormVI,5,28,28,1.0,0.0,28,0
ieee30,RandomForest,Baseline+NormVI,5,29,28,1.0,0.0,29,0
ieee30,RandomForest,Baseline+NormVI,5,30,28,1.0,0.0,30,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,1,28,1.0,0.0,1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,2,28,1.0,0.0,2,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,3,28,1.0,0.0,3,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,4,28,1.0,0.0,4,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,5,28,1.0,0.0,5,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,6,28,1.0,0.0,6,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,7,28,1.0,0.0,7,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,8,28,1.0,0.0,8,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,9,28,1.0,0.0,9,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,10,28,1.0,0.0,10,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,11,28,1.0,0.0,11,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,12,28,1.0,0.0,12,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,13,28,1.0,0.0,13,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,14,28,1.0,0.0,14,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,15,28,1.0,0.0,15,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,16,28,1.0,0.0,16,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,17,28,1.0,0.0,17,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,18,28,1.0,0.0,18,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,19,28,1.0,0.0,19,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,20,28,1.0,0.0,20,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,21,28,1.0,0.0,21,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,22,28,1.0,0.0,22,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,23,28,1.0,0.0,23,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,24,28,1.0,0.0,24,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,25,28,1.0,0.0,25,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,26,28,1.0,0.0,26,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,27,28,1.0,0.0,27,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,28,28,1.0,0.0,28,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,29,28,1.0,0.0,29,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,5,30,28,1.0,0.0,30,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,1,28,1.0,0.0,1,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,2,28,1.0,0.0,2,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,3,28,1.0,0.0,3,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,4,28,1.0,0.0,4,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,5,28,1.0,0.0,5,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,6,28,1.0,0.0,6,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,7,28,1.0,0.0,7,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,8,28,1.0,0.0,8,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,9,28,1.0,0.0,9,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,10,28,1.0,0.0,10,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,11,28,1.0,0.0,11,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,12,28,1.0,0.0,12,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,13,28,1.0,0.0,13,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,14,28,1.0,0.0,14,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,15,28,1.0,0.0,15,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,16,28,1.0,0.0,16,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,17,28,1.0,0.0,17,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,18,28,1.0,0.0,18,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,19,28,1.0,0.0,19,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,20,28,1.0,0.0,20,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,21,28,1.0,0.0,21,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,22,28,1.0,0.0,22,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,23,28,1.0,0.0,23,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,24,28,1.0,0.0,24,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,25,28,1.0,0.0,25,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,26,28,1.0,0.0,26,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,27,28,1.0,0.0,27,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,28,28,1.0,0.0,28,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,29,28,1.0,0.0,29,0
ieee30,RandomForest,Baseline+NormVI+Rank,5,30,28,1.0,0.0,30,0
ieee30,ExtraTrees,SpatialOnly,5,1,28,1.0,0.0,1,0
ieee30,ExtraTrees,SpatialOnly,5,2,28,1.0,0.0,2,0
ieee30,ExtraTrees,SpatialOnly,5,3,28,1.0,0.0,3,0
ieee30,ExtraTrees,SpatialOnly,5,4,28,1.0,0.0,4,0
ieee30,ExtraTrees,SpatialOnly,5,5,28,1.0,0.0,5,0
ieee30,ExtraTrees,SpatialOnly,5,6,28,1.0,0.0,6,0
ieee30,ExtraTrees,SpatialOnly,5,7,28,1.0,0.0,7,0
ieee30,ExtraTrees,SpatialOnly,5,8,28,1.0,0.0,8,0
ieee30,ExtraTrees,SpatialOnly,5,9,28,1.0,0.0,9,0
ieee30,ExtraTrees,SpatialOnly,5,10,28,0.9642857142857143,0.03571428571428571,9,1
ieee30,ExtraTrees,SpatialOnly,5,11,28,1.0,0.0,11,0
ieee30,ExtraTrees,SpatialOnly,5,12,28,1.0,0.0,12,0
ieee30,ExtraTrees,SpatialOnly,5,13,28,1.0,0.0,13,0
ieee30,ExtraTrees,SpatialOnly,5,14,28,1.0,0.0,14,0
ieee30,ExtraTrees,SpatialOnly,5,15,28,1.0,0.0,15,0
ieee30,ExtraTrees,SpatialOnly,5,16,28,1.0,0.0,16,0
ieee30,ExtraTrees,SpatialOnly,5,17,28,1.0,0.0,17,0
ieee30,ExtraTrees,SpatialOnly,5,18,28,1.0,0.0,18,0
ieee30,ExtraTrees,SpatialOnly,5,19,28,1.0,0.0,19,0
ieee30,ExtraTrees,SpatialOnly,5,20,28,1.0,0.0,20,0
ieee30,ExtraTrees,SpatialOnly,5,21,28,0.9285714285714286,0.07142857142857142,22,2
ieee30,ExtraTrees,SpatialOnly,5,22,28,0.8571428571428571,0.14285714285714285,21,3
ieee30,ExtraTrees,SpatialOnly,5,23,28,0.9642857142857143,0.07142857142857142,18,1
ieee30,ExtraTrees,SpatialOnly,5,24,28,1.0,0.0,24,0
ieee30,ExtraTrees,SpatialOnly,5,25,28,1.0,0.0,25,0
ieee30,ExtraTrees,SpatialOnly,5,26,28,1.0,0.0,26,0
ieee30,ExtraTrees,SpatialOnly,5,27,28,1.0,0.0,27,0
ieee30,ExtraTrees,SpatialOnly,5,28,28,1.0,0.0,28,0
ieee30,ExtraTrees,SpatialOnly,5,29,28,0.9642857142857143,0.03571428571428571,30,1
ieee30,ExtraTrees,SpatialOnly,5,30,28,0.9642857142857143,0.03571428571428571,29,1
ieee30,RandomForest,SpatialOnly,5,1,28,1.0,0.0,1,0
ieee30,RandomForest,SpatialOnly,5,2,28,1.0,0.0,2,0
ieee30,RandomForest,SpatialOnly,5,3,28,1.0,0.0,3,0
ieee30,RandomForest,SpatialOnly,5,4,28,1.0,0.0,4,0
ieee30,RandomForest,SpatialOnly,5,5,28,1.0,0.0,5,0
ieee30,RandomForest,SpatialOnly,5,6,28,1.0,0.0,6,0
ieee30,RandomForest,SpatialOnly,5,7,28,1.0,0.0,7,0
ieee30,RandomForest,SpatialOnly,5,8,28,0.9642857142857143,0.03571428571428571,28,1
ieee30,RandomForest,SpatialOnly,5,9,28,1.0,0.0,9,0
ieee30,RandomForest,SpatialOnly,5,10,28,0.9285714285714286,0.07142857142857142,9,2
ieee30,RandomForest,SpatialOnly,5,11,28,1.0,0.0,11,0
ieee30,RandomForest,SpatialOnly,5,12,28,1.0,0.0,12,0
ieee30,RandomForest,SpatialOnly,5,13,28,1.0,0.0,13,0
ieee30,RandomForest,SpatialOnly,5,14,28,1.0,0.0,14,0
ieee30,RandomForest,SpatialOnly,5,15,28,1.0,0.0,15,0
ieee30,RandomForest,SpatialOnly,5,16,28,1.0,0.0,16,0
ieee30,RandomForest,SpatialOnly,5,17,28,1.0,0.0,17,0
ieee30,RandomForest,SpatialOnly,5,18,28,0.9642857142857143,0.07142857142857142,23,1
ieee30,RandomForest,SpatialOnly,5,19,28,1.0,0.0,19,0
ieee30,RandomForest,SpatialOnly,5,20,28,1.0,0.0,20,0
ieee30,RandomForest,SpatialOnly,5,21,28,0.9642857142857143,0.03571428571428571,22,1
ieee30,RandomForest,SpatialOnly,5,22,28,0.8928571428571429,0.10714285714285714,21,2
ieee30,RandomForest,SpatialOnly,5,23,28,1.0,0.0,23,0
ieee30,RandomForest,SpatialOnly,5,24,28,1.0,0.0,24,0
ieee30,RandomForest,SpatialOnly,5,25,28,1.0,0.0,25,0
ieee30,RandomForest,SpatialOnly,5,26,28,1.0,0.0,26,0
ieee30,RandomForest,SpatialOnly,5,27,28,1.0,0.0,27,0
ieee30,RandomForest,SpatialOnly,5,28,28,1.0,0.0,28,0
ieee30,RandomForest,SpatialOnly,5,29,28,0.9642857142857143,0.03571428571428571,30,1
ieee30,RandomForest,SpatialOnly,5,30,28,0.9642857142857143,0.03571428571428571,29,1
ieee30,ExtraTrees,Baseline,30,1,28,1.0,0.0,1,0
ieee30,ExtraTrees,Baseline,30,2,28,1.0,0.0,2,0
ieee30,ExtraTrees,Baseline,30,3,28,1.0,0.0,3,0
ieee30,ExtraTrees,Baseline,30,4,28,1.0,0.0,4,0
ieee30,ExtraTrees,Baseline,30,5,28,1.0,0.0,5,0
ieee30,ExtraTrees,Baseline,30,6,28,1.0,0.0,6,0
ieee30,ExtraTrees,Baseline,30,7,28,1.0,0.0,7,0
ieee30,ExtraTrees,Baseline,30,8,28,1.0,0.0,8,0
ieee30,ExtraTrees,Baseline,30,9,28,1.0,0.0,9,0
ieee30,ExtraTrees,Baseline,30,10,28,1.0,0.0,10,0
ieee30,ExtraTrees,Baseline,30,11,28,1.0,0.0,11,0
ieee30,ExtraTrees,Baseline,30,12,28,1.0,0.0,12,0
ieee30,ExtraTrees,Baseline,30,13,28,1.0,0.0,13,0
ieee30,ExtraTrees,Baseline,30,14,28,1.0,0.0,14,0
ieee30,ExtraTrees,Baseline,30,15,28,1.0,0.0,15,0
ieee30,ExtraTrees,Baseline,30,16,28,1.0,0.0,16,0
ieee30,ExtraTrees,Baseline,30,17,28,1.0,0.0,17,0
ieee30,ExtraTrees,Baseline,30,18,28,1.0,0.0,18,0
ieee30,ExtraTrees,Baseline,30,19,28,1.0,0.0,19,0
ieee30,ExtraTrees,Baseline,30,20,28,1.0,0.0,20,0
ieee30,ExtraTrees,Baseline,30,21,28,1.0,0.0,21,0
ieee30,ExtraTrees,Baseline,30,22,28,1.0,0.0,22,0
ieee30,ExtraTrees,Baseline,30,23,28,1.0,0.0,23,0
ieee30,ExtraTrees,Baseline,30,24,28,1.0,0.0,24,0
ieee30,ExtraTrees,Baseline,30,25,28,1.0,0.0,25,0
ieee30,ExtraTrees,Baseline,30,26,28,1.0,0.0,26,0
ieee30,ExtraTrees,Baseline,30,27,28,1.0,0.0,27,0
ieee30,ExtraTrees,Baseline,30,28,28,1.0,0.0,28,0
ieee30,ExtraTrees,Baseline,30,29,28,1.0,0.0,29,0
ieee30,ExtraTrees,Baseline,30,30,28,1.0,0.0,30,0
ieee30,RandomForest,Baseline,30,1,28,1.0,0.0,1,0
ieee30,RandomForest,Baseline,30,2,28,1.0,0.0,2,0
ieee30,RandomForest,Baseline,30,3,28,1.0,0.0,3,0
ieee30,RandomForest,Baseline,30,4,28,1.0,0.0,4,0
ieee30,RandomForest,Baseline,30,5,28,1.0,0.0,5,0
ieee30,RandomForest,Baseline,30,6,28,1.0,0.0,6,0
ieee30,RandomForest,Baseline,30,7,28,1.0,0.0,7,0
ieee30,RandomForest,Baseline,30,8,28,1.0,0.0,8,0
ieee30,RandomForest,Baseline,30,9,28,1.0,0.0,9,0
ieee30,RandomForest,Baseline,30,10,28,1.0,0.0,10,0
ieee30,RandomForest,Baseline,30,11,28,1.0,0.0,11,0
ieee30,RandomForest,Baseline,30,12,28,1.0,0.0,12,0
ieee30,RandomForest,Baseline,30,13,28,1.0,0.0,13,0
ieee30,RandomForest,Baseline,30,14,28,1.0,0.0,14,0
ieee30,RandomForest,Baseline,30,15,28,1.0,0.0,15,0
ieee30,RandomForest,Baseline,30,16,28,1.0,0.0,16,0
ieee30,RandomForest,Baseline,30,17,28,1.0,0.0,17,0
ieee30,RandomForest,Baseline,30,18,28,1.0,0.0,18,0
ieee30,RandomForest,Baseline,30,19,28,1.0,0.0,19,0
ieee30,RandomForest,Baseline,30,20,28,1.0,0.0,20,0
ieee30,RandomForest,Baseline,30,21,28,1.0,0.0,21,0
ieee30,RandomForest,Baseline,30,22,28,1.0,0.0,22,0
ieee30,RandomForest,Baseline,30,23,28,1.0,0.0,23,0
ieee30,RandomForest,Baseline,30,24,28,1.0,0.0,24,0
ieee30,RandomForest,Baseline,30,25,28,1.0,0.0,25,0
ieee30,RandomForest,Baseline,30,26,28,1.0,0.0,26,0
ieee30,RandomForest,Baseline,30,27,28,1.0,0.0,27,0
ieee30,RandomForest,Baseline,30,28,28,1.0,0.0,28,0
ieee30,RandomForest,Baseline,30,29,28,1.0,0.0,29,0
ieee30,RandomForest,Baseline,30,30,28,1.0,0.0,30,0
ieee30,ExtraTrees,Baseline+NormVI,30,1,28,1.0,0.0,1,0
ieee30,ExtraTrees,Baseline+NormVI,30,2,28,1.0,0.0,2,0
ieee30,ExtraTrees,Baseline+NormVI,30,3,28,1.0,0.0,3,0
ieee30,ExtraTrees,Baseline+NormVI,30,4,28,1.0,0.0,4,0
ieee30,ExtraTrees,Baseline+NormVI,30,5,28,1.0,0.0,5,0
ieee30,ExtraTrees,Baseline+NormVI,30,6,28,1.0,0.0,6,0
ieee30,ExtraTrees,Baseline+NormVI,30,7,28,1.0,0.0,7,0
ieee30,ExtraTrees,Baseline+NormVI,30,8,28,1.0,0.0,8,0
ieee30,ExtraTrees,Baseline+NormVI,30,9,28,1.0,0.0,9,0
ieee30,ExtraTrees,Baseline+NormVI,30,10,28,1.0,0.0,10,0
ieee30,ExtraTrees,Baseline+NormVI,30,11,28,1.0,0.0,11,0
ieee30,ExtraTrees,Baseline+NormVI,30,12,28,1.0,0.0,12,0
ieee30,ExtraTrees,Baseline+NormVI,30,13,28,1.0,0.0,13,0
ieee30,ExtraTrees,Baseline+NormVI,30,14,28,1.0,0.0,14,0
ieee30,ExtraTrees,Baseline+NormVI,30,15,28,1.0,0.0,15,0
ieee30,ExtraTrees,Baseline+NormVI,30,16,28,1.0,0.0,16,0
ieee30,ExtraTrees,Baseline+NormVI,30,17,28,1.0,0.0,17,0
ieee30,ExtraTrees,Baseline+NormVI,30,18,28,1.0,0.0,18,0
ieee30,ExtraTrees,Baseline+NormVI,30,19,28,1.0,0.0,19,0
ieee30,ExtraTrees,Baseline+NormVI,30,20,28,1.0,0.0,20,0
ieee30,ExtraTrees,Baseline+NormVI,30,21,28,1.0,0.0,21,0
ieee30,ExtraTrees,Baseline+NormVI,30,22,28,1.0,0.0,22,0
ieee30,ExtraTrees,Baseline+NormVI,30,23,28,1.0,0.0,23,0
ieee30,ExtraTrees,Baseline+NormVI,30,24,28,1.0,0.0,24,0
ieee30,ExtraTrees,Baseline+NormVI,30,25,28,1.0,0.0,25,0
ieee30,ExtraTrees,Baseline+NormVI,30,26,28,1.0,0.0,26,0
ieee30,ExtraTrees,Baseline+NormVI,30,27,28,1.0,0.0,27,0
ieee30,ExtraTrees,Baseline+NormVI,30,28,28,1.0,0.0,28,0
ieee30,ExtraTrees,Baseline+NormVI,30,29,28,1.0,0.0,29,0
ieee30,ExtraTrees,Baseline+NormVI,30,30,28,1.0,0.0,30,0
ieee30,RandomForest,Baseline+NormVI,30,1,28,1.0,0.0,1,0
ieee30,RandomForest,Baseline+NormVI,30,2,28,1.0,0.0,2,0
ieee30,RandomForest,Baseline+NormVI,30,3,28,1.0,0.0,3,0
ieee30,RandomForest,Baseline+NormVI,30,4,28,1.0,0.0,4,0
ieee30,RandomForest,Baseline+NormVI,30,5,28,1.0,0.0,5,0
ieee30,RandomForest,Baseline+NormVI,30,6,28,1.0,0.0,6,0
ieee30,RandomForest,Baseline+NormVI,30,7,28,1.0,0.0,7,0
ieee30,RandomForest,Baseline+NormVI,30,8,28,1.0,0.0,8,0
ieee30,RandomForest,Baseline+NormVI,30,9,28,1.0,0.0,9,0
ieee30,RandomForest,Baseline+NormVI,30,10,28,1.0,0.0,10,0
ieee30,RandomForest,Baseline+NormVI,30,11,28,1.0,0.0,11,0
ieee30,RandomForest,Baseline+NormVI,30,12,28,1.0,0.0,12,0
ieee30,RandomForest,Baseline+NormVI,30,13,28,1.0,0.0,13,0
ieee30,RandomForest,Baseline+NormVI,30,14,28,1.0,0.0,14,0
ieee30,RandomForest,Baseline+NormVI,30,15,28,1.0,0.0,15,0
ieee30,RandomForest,Baseline+NormVI,30,16,28,1.0,0.0,16,0
ieee30,RandomForest,Baseline+NormVI,30,17,28,1.0,0.0,17,0
ieee30,RandomForest,Baseline+NormVI,30,18,28,1.0,0.0,18,0
ieee30,RandomForest,Baseline+NormVI,30,19,28,1.0,0.0,19,0
ieee30,RandomForest,Baseline+NormVI,30,20,28,1.0,0.0,20,0
ieee30,RandomForest,Baseline+NormVI,30,21,28,1.0,0.0,21,0
ieee30,RandomForest,Baseline+NormVI,30,22,28,1.0,0.0,22,0
ieee30,RandomForest,Baseline+NormVI,30,23,28,1.0,0.0,23,0
ieee30,RandomForest,Baseline+NormVI,30,24,28,1.0,0.0,24,0
ieee30,RandomForest,Baseline+NormVI,30,25,28,1.0,0.0,25,0
ieee30,RandomForest,Baseline+NormVI,30,26,28,1.0,0.0,26,0
ieee30,RandomForest,Baseline+NormVI,30,27,28,1.0,0.0,27,0
ieee30,RandomForest,Baseline+NormVI,30,28,28,1.0,0.0,28,0
ieee30,RandomForest,Baseline+NormVI,30,29,28,1.0,0.0,29,0
ieee30,RandomForest,Baseline+NormVI,30,30,28,1.0,0.0,30,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,1,28,1.0,0.0,1,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,2,28,1.0,0.0,2,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,3,28,1.0,0.0,3,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,4,28,1.0,0.0,4,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,5,28,1.0,0.0,5,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,6,28,1.0,0.0,6,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,7,28,1.0,0.0,7,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,8,28,1.0,0.0,8,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,9,28,1.0,0.0,9,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,10,28,1.0,0.0,10,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,11,28,1.0,0.0,11,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,12,28,1.0,0.0,12,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,13,28,1.0,0.0,13,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,14,28,1.0,0.0,14,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,15,28,1.0,0.0,15,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,16,28,1.0,0.0,16,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,17,28,1.0,0.0,17,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,18,28,1.0,0.0,18,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,19,28,1.0,0.0,19,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,20,28,1.0,0.0,20,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,21,28,1.0,0.0,21,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,22,28,1.0,0.0,22,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,23,28,1.0,0.0,23,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,24,28,1.0,0.0,24,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,25,28,1.0,0.0,25,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,26,28,1.0,0.0,26,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,27,28,1.0,0.0,27,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,28,28,1.0,0.0,28,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,29,28,1.0,0.0,29,0
ieee30,ExtraTrees,Baseline+NormVI+Rank,30,30,28,1.0,0.0,30,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,1,28,1.0,0.0,1,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,2,28,1.0,0.0,2,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,3,28,1.0,0.0,3,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,4,28,1.0,0.0,4,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,5,28,1.0,0.0,5,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,6,28,1.0,0.0,6,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,7,28,1.0,0.0,7,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,8,28,1.0,0.0,8,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,9,28,1.0,0.0,9,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,10,28,1.0,0.0,10,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,11,28,1.0,0.0,11,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,12,28,1.0,0.0,12,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,13,28,1.0,0.0,13,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,14,28,1.0,0.0,14,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,15,28,1.0,0.0,15,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,16,28,1.0,0.0,16,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,17,28,1.0,0.0,17,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,18,28,1.0,0.0,18,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,19,28,1.0,0.0,19,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,20,28,1.0,0.0,20,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,21,28,1.0,0.0,21,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,22,28,1.0,0.0,22,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,23,28,1.0,0.0,23,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,24,28,1.0,0.0,24,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,25,28,1.0,0.0,25,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,26,28,1.0,0.0,26,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,27,28,1.0,0.0,27,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,28,28,1.0,0.0,28,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,29,28,1.0,0.0,29,0
ieee30,RandomForest,Baseline+NormVI+Rank,30,30,28,1.0,0.0,30,0
ieee30,ExtraTrees,SpatialOnly,30,1,28,1.0,0.0,1,0
ieee30,ExtraTrees,SpatialOnly,30,2,28,1.0,0.0,2,0
ieee30,ExtraTrees,SpatialOnly,30,3,28,1.0,0.0,3,0
ieee30,ExtraTrees,SpatialOnly,30,4,28,1.0,0.0,4,0
ieee30,ExtraTrees,SpatialOnly,30,5,28,1.0,0.0,5,0
ieee30,ExtraTrees,SpatialOnly,30,6,28,1.0,0.0,6,0
ieee30,ExtraTrees,SpatialOnly,30,7,28,1.0,0.0,7,0
ieee30,ExtraTrees,SpatialOnly,30,8,28,1.0,0.0,8,0
ieee30,ExtraTrees,SpatialOnly,30,9,28,1.0,0.0,9,0
ieee30,ExtraTrees,SpatialOnly,30,10,28,1.0,0.0,10,0
ieee30,ExtraTrees,SpatialOnly,30,11,28,1.0,0.0,11,0
ieee30,ExtraTrees,SpatialOnly,30,12,28,1.0,0.0,12,0
ieee30,ExtraTrees,SpatialOnly,30,13,28,1.0,0.0,13,0
ieee30,ExtraTrees,SpatialOnly,30,14,28,1.0,0.0,14,0
